event_id_cnty,day,month,year,event_date,fatalities,disorder_type,event_type,sub_event_type,actor1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,time_precision
NIR1384,9,July,2020,09-07-2020,1,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Kindjandi,13.7379,12.9311,1,Whatsapp; Jeunesse Diffa,New media,"On 9 July 2020, suspected Boko Haram (JAS) militants abducted 15 people, including 1 woman and 3 girls, in Kindjandi (Diffa, Diffa). 1 person was killed, 13 hostages released, and 2 kept in captivity.",1
NIR1385,9,July,2020,09-07-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Njibouloua,14.0397,13.0135,1,Jeunesse Diffa; Whatsapp,New media,"On 9 July 2020, presumed ISWAP or Boko Haram militants abducted between 5 and 9 people (a majority women and children), pillaged a campsite, and seized livestock in Njibouloua (N'Guigmi, Diffa).",1
NIR1383,9,July,2020,09-07-2020,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Ayorou,14.7326,0.9109,1,Whatsapp,New media,"On 9 July 2020, suspected ISGS militants attacked two Fulani Djelgobe tribal leaders in Ayorou (Ayorou, Tillaberi). One was killed and the other severely wounded.",1
NIR1382,8,July,2020,08-07-2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Diffa,Bosso,Toumour,Toumour,13.6669,13.1198,1,AFP; Jeunesse Diffa; Urgence Diffa,New media-International,"On 8 July 2020, 1 person was killed and 10 others wounded by an explosive device in Toumour (Diffa, Diffa). The perpetrators were unknown.",1
NIR1748,8,July,2020,08-07-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Massa,13.4099,12.7926,1,Undisclosed Source,Local partner-Other,"Around 8 July 2020 (between 8 - 9 July), presumed ISWAP or Boko Haram (JAS) militants abducted four girls in the village of Massa (Diffa, Diffa).",2
NIR1381,7,July,2020,07-07-2020,0,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Gosso,14.7348,2.6818,2,Tadress24info; Whatsapp,New media,"On 7 July 2020, suspected ISGS militants opened fire against an ambulance in the area of Gosso (Bani Bangou, Banibangou). The driver escaped with the vehicle unharmed.",1
NIR1454,6,July,2020,06-07-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tahoua,Tillia,Tillia,Agando,15.7709,4.0591,2,UNHCR,Other,"On 6 July 2020, presumed ISGS militants abducted three men to forcefully recruit them in the area of Agando (Tillia, Tahoua).",1
NIR1747,4,July,2020,04-07-2020,4,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Bosso,Bosso,Dia,13.5587,13.0679,1,Undisclosed Source,Local partner-Other,"Around 4 July 2020 (between 4 - 5 July), suspected ISWAP or Boko Haram (JAS) militants killed four people and abducted six others in the village of Dia (Bosso, Diffa).",2
NIR1380,4,July,2020,04-07-2020,0,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Ngaranna,13.8083,12.9454,1,Jeunesse Diffa,New media,"On 4 July 2020, presumed ISWAP or Boko Haram militants attacked a Fulani camp in Ngaranna (Diffa, Diffa). Outcome not reported.",1
NIR1746,3,July,2020,03-07-2020,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Garin Wanzam,13.6458,12.9053,1,Undisclosed Source,Local partner-Other,"On 3 July 2020, suspected ISWAP or Boko Haram (JAS) militants killed an internally displaced fisher in the village of Garin Wanzam (Diffa, Diffa).",1
NIR1377,3,July,2020,03-07-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Abala,Abala,Maimagare,14.9523,3.3424,1,Whatsapp,New media,"On 3 July 2020, suspected ISGS militants abducted the head of Abala cattle traders in the village of Maimagare (Abala, Tillaberi).",1
NIR1378,3,July,2020,03-07-2020,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Filingue,Filingue,Ronfon,14.5482,3.0795,1,Whatsapp,New media,"On 3 July 2020, suspected ISGS militants killed the village chief and wounded the Imam in the village of Ronfon (Filingue, Tillaberi).",1
NIR1376,1,July,2020,01-07-2020,3,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Filingue,Filingue,Tanfadara,14.4782,3.154,2,Whatsapp,New media,"On 1 July 2020, suspected ISGS militants entered the village of Kolombole, near Tandafara (Filingue, Tillaberi), and killed three villagers, including the village chief.",1
NIR1374,1,July,2020,01-07-2020,7,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Garin Dogo,13.4136,12.77,1,Whatsapp,New media,"On 1 July 2020, presumed ISWAP or Boko Haram militants killed 7 people in the village of Garin Dogo (Diffa, Diffa).",1
NIR1375,1,July,2020,01-07-2020,5,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,N'Garoua Gana,13.3903,12.7595,1,AFP; Jeunesse Diffa; Urgence Diffa; Whatsapp,New media-International,"On 1 July 2020, presumed ISWAP or Boko Haram militants killed 5 people, wounded 2 others, and pillaged shops in the village of N'Garoua Gana (Diffa, Diffa).",1
NIR1373,30,June,2020,30-06-2020,0,Political violence,Riots,Mob violence,Rioters (Niger),5,Rioters (Niger),5,55,,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,1,Whatsapp,New media,"On 30 June 2020, members of the Fulani community and IDPs fought at an IDP site in Diffa (Diffa, Diffa). One individual was wounded.",1
NIR1372,30,June,2020,30-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Diffa,Boulangouri,13.3658,12.6351,1,Jeunesse Diffa; Whatsapp,New media,"On 30 June 2020, presumed ISWAP militants abducted 6 young men who reportedly failed to be recruited into the army in Boulangouri (Diffa, Diffa).",1
NIR1371,30,June,2020,30-06-2020,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Diffa,Diffa,Diffa,Assaga,13.294,12.6748,1,Whatsapp,New media,"On 30 June 2020, unknown gunmen pillaged equipment at an NGO construction site in Assaga (Diffa, Diffa).",1
NIR1370,29,June,2020,29-06-2020,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tillaberi,Ouallam,Dingazi,Garbey,14.8517,2.6752,1,Whatsapp,New media,"On 29 June 2020, two unknown gunmen aboard a motorbike seized 150 heads of livestock from the village of Garbey (Banibangou, Tillaberi).",1
NIR1369,26,June,2020,26-06-2020,2,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Tera,Petelkole,13.9931,0.4199,2,Whatsapp,New media,"On 26 June 2020, suspected ISGS militants killed an elderly man and his son in a hamlet near Petel Kole (Tera, Tillaberi).",1
NIR1367,24,June,2020,24-06-2020,0,Strategic developments,Strategic developments,Arrests,Military Forces of Niger (2011-2021),1,Civilians (Niger),7,17,,Western Africa,Niger,Diffa,Diffa,Diffa,Grema Artori,13.2949,12.6364,1,Whatsapp,New media,"On 24 June 2020, the Nigerien army arrested 30 people and seized 20 carts loaded with supplies in Bana [Grema Artori] (Diffa, Diffa) on suspicion that the supplies were intended for ISWAP militants.",1
NIR1366,24,June,2020,24-06-2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Niger),3,Unidentified Armed Group (Niger),3,33,,Western Africa,Niger,Agadez,Iferouane,Iferouane,Emi-Lulu,22.3752,10.8652,2,Tadress24info,New media,"On 24 June 2020, a convoy of drug traffickers struck an explosive device (mine or IED) in the area of Emi-Lulu (Bilma, Agadez), one individual was killed and another wounded. It remains unknown if the device was a remnant of previous rebellions or planted recently by a rival armed group.",1
NIR1368,24,June,2020,24-06-2020,3,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Tera,Petel Fiti,14.0127,0.4453,1,Whatsapp,New media,"On 24 June 2020, suspected ISGS militants reportedly killed three members of the Fulani community in Petel Fiti (Tera, Tillaberi) for refusing to pay zakat tax.",1
NIR1365,24,June,2020,24-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Torodi,Torodi,Bossey Bangou,13.3461,1.2918,1,Urgence Tillabery; RFI; Whatsapp; Tadress24info; Jeunesse Diffa; Actu (Niger); AFP,New media-National,"On 24 June 2020, suspected ISGS militants abducted 9 aid workers and seized two vehicles in the village of Bossey Bangou (Torodi, Tillaberi).",1
NIR1362,23,June,2020,23-06-2020,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Bilma,Djado,Chirfa,20.9547,12.3384,2,Tadress24info,New media,"On 23 June 2020, unknown gunmen intercepted a convoy of miners travelling from Chirfa (Bilma, Agadez), and stripped them of their belongings including gold, cash, and mobile phones.",1
NIR1364,23,June,2020,23-06-2020,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Tera,Petel Fiti,14.0127,0.4453,1,Whatsapp,New media,"On 23 June 2020, suspected ISGS militants killed one person and wounded three others in the village of Petel Fiti (Tera, Tillaberi).",1
NIR1363,23,June,2020,23-06-2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Guidan Roumdji,Tibiri,Kelkele,13.43,6.7329,1,Whatsapp,New media,"On 23 June 2020, suspected Nigerian armed bandits attacked the village of Kelkele (Guidan Roumdji, Maradi), killed one person, wounded another, and abducted a third.",1
NIR1359,19,June,2020,19-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Mandalari,13.6058,12.9192,1,Whatsapp,New media,"On 19 June 2020, presumed Boko Haram or ISWAP militants abducted between 5 and 13 people (a majority women and children) in the village of Mandalari (Gueskerou, Diffa), and seized a vehicle belonging to a communal transport driver between Mandalari and Boukardi.",1
NIR1358,17,June,2020,17-06-2020,0,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Rioters (Niger),5,55,,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,NGuigmi,14.2495,13.1092,1,Whatsapp,New media,"On 17 June 2020, Nigerian refugees selling fish and local Nigerien butchers clashed with bladed weapons in NGuigmi (N'Guigmi, Diffa), resulting in an unspecified number of people wounded in both camps. The reason for the clash was not reported.",1
NIR1356,16,June,2020,16-06-2020,0,Strategic developments,Strategic developments,Looting/property destruction,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,,Western Africa,Niger,Diffa,Diffa,Gueskerou,Maldjori,13.6933,12.9277,2,Whatsapp,New media,"On 16 June 2020, Boko Haram (JAS) militants reportedly seized a horse belonging to a Fulani man near Maloum-Djori [Maldjori] (Gueskerou, Diffa), and demanded a ransom for its return.",1
NIR1357,16,June,2020,16-06-2020,21,Political violence,Battles,Armed clash,Military Forces of Niger (2011-2021),1,Islamic State (West Africa) - Greater Sahara Faction,2,12,,Western Africa,Niger,Tillaberi,Abala,Abala,Tamalolo,15.1786,3.6958,1,Whatsapp; Twitter,New media,"On 16 June 2020, a Nigerien army patrol with air support clashed with presumed ISGS militants in Tamalolo (Abala, Tillaberi), and reportedly killed 21 militants and destroyed motorbikes.",1
NIR1353,15,June,2020,15-06-2020,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Torodi,Torodi,Kiki,12.9855,1.5681,2,Whatsapp,New media,"On 15 June 2020, JNIM or ISGS militants attacked villagers near the hamlet of Singuitondi/Kiki (Torodi, Tillaberi), killing one person and wounding three others.",1
NIR1354,15,June,2020,15-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Maldjori,13.6933,12.9277,1,Whatsapp,New media,"On 15 June 2020, suspected Boko Haram (JAS) militants reportedly abducted a woman in Maloum-Djori [Maldjori] (Gueskerou, Diffa), she was released the following day after payment of a ransom.",1
NIR1355,15,June,2020,15-06-2020,3,Political violence,Battles,Armed clash,Military Forces of Niger (2011-2021),1,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,12,,Western Africa,Niger,Diffa,Bosso,Toumour,Toumour,13.6669,13.1198,1,Facebook; Jeunesse Diffa,New media,"On 15 June 2020, the Nigerien army engaged presumed ISWAP or Boko Haram militants who had abducted around twenty people including men and women in Toumour (Toumour, Diffa). The soldiers reportedly liberated those abducted (two of whom were wounded), killing three militants and capturing one in the process.",1
NIR1361,14,June,2020,14-06-2020,10,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Unidentified Armed Group (Niger),3,33,,Western Africa,Niger,Agadez,Ingall,Ingall,Tadock,17.6122,6.2219,2,Twitter,New media,"Around 14 June 2020 (as reported), two armed groups (reportedly involving members from Algiers Accord signatories) clashed over a drug cargo in the area of Tuduq [Tadock], Ingall Commune (Tchirozerine, Agadez). Around twenty people were killed between this clash and an earlier clash in the area of Ebangaret. Fatalities split across two events.",2
NIR1351,14,June,2020,14-06-2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,2,Studio Kalangou,National,"On 14 June 2020, one civilian was killed and another wounded by an explosive device planted by an unknown group on the road between Agadez and Tchirozerine (Tchirozerine, Agadez).",1
NIR1352,14,June,2020,14-06-2020,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Abala,Abala,Tamalolo,15.1786,3.6958,1,Whatsapp,New media,"On 14 June 2020, presumed ISGS militants entered the village of Tamalolo (Abala, Tillaberi), and emptied the cereal bank.",1
NIR1347,13,June,2020,13-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Intedene,15.2279,2.75,1,Whatsapp,New media,"On 13 June 2020, suspected ISGS militants abducted the brother of the Intedene village chief from the Fulani community and an imam in Intedene (Banibangou, Tillaberi).",1
NIR1346,13,June,2020,13-06-2020,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Cewane,14.4279,1.8841,1,Whatsapp,New media,"On 13 June 2020, suspected ISGS militants made an incursion into the village of Cewane (Ouallam, Tillaberi), and seized an ambulance.",1
NIR1349,13,June,2020,13-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Kindjandi,13.7379,12.9311,1,Jeunesse Diffa,New media,"On 13 June 2020, presumed ISWAP or Boko Haram militants abducted two women in Kindjandi (Gueskerou, Diffa).",1
NIR1348,13,June,2020,13-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Kabey Bangou,15.0919,2.7071,2,Whatsapp,New media,"On 13 June 2020, suspected ISGS militants abducted the Intedene village chief from the Fulani community near Kabey Bangou (Banibangou, Tillaberi).",1
NIR1345,10,June,2020,10-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Woulouwa,13.4974,12.8167,1,Jeunesse Diffa; Twitter; Urgence Diffa,New media,"On 10 June 2020, presumed ISWAP or Boko Haram militants abducted two women and two girls in Woulouwa (Gueskerou, Diffa).",1
NIR1360,9,June,2020,09-06-2020,10,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Unidentified Armed Group (Niger),3,33,,Western Africa,Niger,Tahoua,Tillia,Tillia,In Abangaret,16.2,4.1,2,Twitter,New media,"On 9 June 2020, two armed groups (reportedly involving members from Algiers Accord signatories) clashed over a drug cargo in the area of Ebangaret [In Abangaret] (Tillia, Tahoua). Around twenty people were killed between this clash and an earlier clash in the area of Ebangaret. Fatalities split across two events.",1
NIR1350,8,June,2020,08-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Dakoro,Tagriss,Dan Dela,14.4615,7.5885,1,Whatsapp,New media,"On 8 June 2020, a suspected Nigerian armed group abducted six people in Dan Dela (Guidan Sori, Maradi). More than 500 people fled the village following the incursion.",1
NIR1343,7,June,2020,07-06-2020,0,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Niger (2011-2021),1,,0,10,,Western Africa,Niger,Diffa,Diffa,Diffa,Doutchi,13.279,12.621,2,Jeunesse Diffa; L'Evenement Niger,New media-National,"On 7 June 2020, the Nigerien army reportedly fired artillery targeting the area of Doutchi (Diffa, Diffa) in reaction to suspicious movements.",1
NIR1344,7,June,2020,07-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Abala,Sanam,Marke Diori,14.8403,4.0559,1,Urgence Tillabery,New media,"On 7 June 2020, suspected ISGS militants abducted the village chief in Marke Diori, Sanam Commune (Filingue, Tillaberi).",1
NIR1342,6,June,2020,06-06-2020,1,Political violence,Riots,Mob violence,Rioters (Niger),5,Unidentified Armed Group (Niger),3,35,,Western Africa,Niger,Diffa,Diffa,Diffa,Kayawa,13.3337,12.6644,1,Jeunesse Diffa,New media,"On 6 June 2020, three armed bandits entered the village of Kayawa (Diffa, Diffa), fired in the air reportedly to pillage. A number of villagers responded to the incursion and lynched one gunmen to death and captured and tied up the other two.",1
NIR1340,5,June,2020,05-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Garin Wanzam,13.6458,12.9053,1,Jeunesse Diffa,New media,"On 5 June 2020, presumed ISWAP or Boko Haram militants abducted two merchants in Garin Wanzam (Gueskerou, Diffa).",1
NIR1339,4,June,2020,04-06-2020,0,Demonstrations,Protests,Peaceful protest,Protesters (Niger),6,,0,60,,Western Africa,Niger,Niamey,Ville de Niamey,Niamey III,Niamey,13.52,2.12,1,Air Info,National,"On 4 June 2020, eight people demonstrated in the capital of Niamey (Ville de Niamey, Niamey) in support of the Black Lives Matter movement and to condemn the killing of George Floyd.",1
NIR1336,3,June,2020,03-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Bosso,Toumour,Toumour,13.6669,13.1198,1,Jeunesse Diffa,New media,"On 3 June 2020, presumed ISWAP or Boko Haram militants abducted one person and damaged an ambulance in Toumour (Toumour, Diffa).",1
NIR1335,1,June,2020,01-06-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,Kablewa,Kolo Manga,13.8914,13.0638,1,Jeunesse Diffa,New media,"On 1 June 2020, presumed ISWAP or Boko Haram militants abducted three people at a pastoralist camp in Kolo Manga (N'Guigmi, Diffa).",1
NIR1338,31,May,2020,31-05-2020,3,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Mali),7,27,Civilian targeting,Western Africa,Niger,Tahoua,Tillia,Tillia,Eknewane,15.7196,4.5024,2,Journal le Gardien; ANP (Niger); AFP; Tadress24info; Actu (Niger); UNHCR; L'Evenement Niger; Air Info; Studio Kalangou,Other-New media,"On 31 May 2020, suspected ISGS militants attacked the Malian refugee camp in Intikane, near Eknewane (Tillia, Tahoua), reportedly killed three people including the camp president, the president of the vigilance committee, and a tribal leader, abducted a guard, and destroyed or burned installations at the camp including two water towers, supply storage, water pump, and telecommunications antennas.",1
NIR1337,30,May,2020,30-05-2020,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Tizegorou,14.9838,2.3528,1,Urgence Tillabery,New media,"On 30 May 2020, unknown gunmen abducted a merchant in Tizegorou (Banibangou, Tillaberi).",1
NIR1333,29,May,2020,29-05-2020,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Tera,Chatoumane,13.9702,0.5504,2,Whatsapp,New media,"On 29 May 2020, suspected ISGS militants abducted and executed a civilian in the area of Chatoumane (Tera, Tillaberi).",1
NIR1332,29,May,2020,29-05-2020,10,Political violence,Battles,Armed clash,Military Forces of France (2017-),8,Islamic State (West Africa) - Greater Sahara Faction,2,28,,Western Africa,Niger,Tillaberi,Bankilare,Bankilare,Amarsingue,14.3517,0.3322,2,Whatsapp,New media,"On 29 May 2020, French Operation Barkhane forces reportedly conducted airstrikes, followed by ground operations by Nigerien G5 Sahel forces, against suspected ISGS militants in the area of Amarsingue (Bankilare, Tillaberi). An unspecified number of militants killed. Unknown fatalities coded as 10.",1
NIR1334,29,May,2020,29-05-2020,0,Political violence,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Military Forces of Niger (2011-2021),1,12,,Western Africa,Niger,Diffa,Diffa,Gueskerou,Gueskerou,13.4868,12.8497,2,Whatsapp,New media,"On 29 May 2020, ISWAP or Boko Haram militants reportedly ambushed Nigerien soldiers 3km from Gueskerou (Diffa), and wounded seven including one severely.",1
NIR1331,28,May,2020,28-05-2020,3,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,2,Police Forces of Niger (2011-2021),1,12,,Western Africa,Niger,Tillaberi,Tera,Tera,Petelkole,13.9931,0.4199,2,Al Naba; Lotti24; Studio Kalangou; Urgence Tillabery; Whatsapp,New media-National,"On 28 May 2020, ISGS militants ambushed a vehicle between Petelkole and Chatoumane (Tera, Tillaberi), killed one Nigerien police commissioner and two gendarmes, and seized the vehicle. ISWAP claimed responsibility, but erroneously said that the attack targeted the Burkinabe army.",1
NIR1330,23,May,2020,23-05-2020,6,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,2,JNIM: Group for Support of Islam and Muslims,2,22,,Western Africa,Niger,Tillaberi,Torodi,Torodi,Boborgou Saba,13.0531,1.0298,1,Al Naba; Hoop; Whatsapp,Other-New media,"Around 23 May 2020 (as reported), ISGS and JNIM fighters reportedly clashed in Dogona [Boborgou Saba] (Torodi, Tillaberi), six JNIM fighters were killed and one alleged JNIM-affiliated individual abducted. Islamic State said in a report that fighting took place on May 17 in the 'Fada Region', Burkina Faso, and that 7 JNIM fighters were killed.",2
NIR1329,22,May,2020,22-05-2020,0,Political violence,Battles,Armed clash,Military Forces of Niger (2011-2021),1,Military Forces of Niger (2011-2021),1,11,,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,NGuigmi,14.2495,13.1092,1,Jeunesse Diffa,New media,"On 22 May 2020, soldiers began firing gunshots at a military camp in Nguigmi (N'Guigmi, Diffa), disgruntled by their working conditions amid a deadly attack four days earlier. Two children were severely wounded by stray bullets.",1
